"title","content","date","variant","images","verified","author","rating","product","url" 
"Works like a dream.","Works like a dream. Even better it imported settings, apps etc from my iPad Mini so after 30 minutes or so it was ready to go.","06 Jan 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","UK2CA2SD","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"Wife loves it as a replacement for a smaller Samsung tablet","With eyesight difficulties, this provides much better viewing than my wife's previous tablet.  The transition from Windows to iPad is not easy, but the iPad was able to easily import most of what was on the Samsung tablet very well, making the transition easier.  This is a keeper.","22 May 2021","Size: 128GB Style: WiFi Color: Silver","","Yes","Grits","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"Good value","I can’t complain too much about battery life since I’ve just started using it, but I really wanted to switch to digital note taking for my classes. I chose this iPad because of the cheap cost, hardware specks I like about Apple, and the perfect size- two inches bigger and it’s too much. The iPad mini is way too tiny for taking notes, IMO. Camera quality is okay, but I don’t expect to use it as much. I’m just waiting on my Apple Pencil to arrive so I can finally see what it’s all about.","21 Jan 2021","Size: 32GB Style: WiFi Color: Gold","","Yes","Isabella","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"ok I did not realize that it didn't have the life of after Christmas since it is a present.","ok so my daughter opened it on Christmas day and the tablet wont turn from a white screen. It is not doing anything.","27 Dec 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","Teresa","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"Light weight and great battery life","My wife’s old iPad’s battery life was getting poor, so I got her a new iPad for Christmas. As expected the battery life is great, but the light weight of the new iPad is significantly lighter that the old iPad Air. This made the decision now to replace the battery on the old iPad the right choice.","08 Feb 2021","Size: 32GB Style: WiFi Color: Gold","","Yes","Chicago Reviewer","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"iPads are always great","No face recognition but a good basic iPad","29 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Candybooks","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"Great ipad, great price with Amazon Prime!","This is my first ipad and I love it. Amazon had a special price for Prime members so I signed up and also got an Amazon Prime Visa and saved a bunched. This ipad is so powerful and user friendly it makes my old android tablet look like an antique. Thank you Amazon Prime!","01 Apr 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Daryle t Boyd","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21"
"So far so good","Got this for my kids. So far everything is fine. I can update later to see if anything changes. The battery life holds up as well as can be expected considering my kids play it.","12 Dec 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","nikkitmr","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"I like it, probably going to be converted to an Apple fan.","It's my first apple product and I'm quite pleased. I've only just begun to explore it but the art programs I've downloaded run beautifully.bit communicates with the apple pencil and third party blue tooth keyboard I also bought very well. Don't miss out on the free Apple tv for a year that comes with the product. Because why not.","15 Dec 2020","Size: 32GB Style: WiFi Color: Gold","https://images-na.ssl-images-amazon.com/images/I/81baKGWZftL._SY88.jpg","Yes","Angel Kennedy","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Isn't worth it","Bought this for christmas didn't even last me two months...not worth it","05 Feb 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","B. D. Filla","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Apple iPad","It’s Apple. It does everything you have come to expect from Apple. Great performance. Great features. Way too expensive and still minimal protection from the elements. Slight change in product size makes previous cases obsolete — ensure you purchase the correct replacement.","27 Apr 2021","Size: 128GB Style: WiFi + Cellular Color: Space Gray","","Yes","Skywriter","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Received damaged","Purchased this IPad for my daughter birthday she opened it and turned it on to have a black screen and she cannot use it at all","06 Feb 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Tamika Maclin","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Love my iPad","I’m very happy with my iPad.  Prior to this purchase I was using an iPad mini which I loved but after purchasing this iPad I did not know what I was missing.  The screen size is fantastic and the resolution is awesome.  I don’t know what I was waiting for this is the best purchase I have made in a long time.  I am extremely happy with my purchase and the price was pretty good too.","17 Feb 2021","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Dawn Leopold","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"So Far So Good","This is my first ever Apple Product. I chose an Ipad mainly due to the supposed ""Ease of Use"" for Hobby Drawing (have yet to try it) but setting up wasn't as bad as I remembered Apple Products being and everything seems solid so far. I will update if anything happens","25 May 2021","Size: 128GB Style: WiFi Color: Silver","","Yes","BravefighterYT","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Love it ","Review done the wife on husband's account— I absolutely love this I ordered this for my daughter for Christmas the WiFi only rose gold 128gb and this price was amazing, i got exactly what I ordered it was packaged well it came early than expected I couldn’t ask for better!","23 Nov 2020","Size: 128GB Style: WiFi Color: Gold","","Yes","Kevin","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Great Device","I wasn't looking into spending another $300-500 on an iPad for now. This does the job perfectly, came in top notch condition, and no issues with the software and whatnot. I highly recommend it for those who aren't looking to spend a premium price for certain reasons.","03 Jun 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Jack Ortega","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Wonderful Buy!","Love my new iPad! It was the lowest price in the iPad line however, who needs more...it has everything most need. Nice size screen, beautiful clear picture, easy pressure on touch screen, supports Apple Pencil (or a reasonable facsimile) separate keyboard and mouse. Totally satisfied !","15 Apr 2021","Size: 128GB Style: WiFi Color: Silver","","Yes","Nancy","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22"
"Delivery","Delivery I was annoyed with delivery. I knew ipad was coming and always get a text with any Amazon package delivery. This time I didn’t and a $$$ new iPad was sitting on my front porch while I was gone which is exactly what I didn’t want. Luckily my surveillance camera I just installed alerted me to something at my door so I could immediately go home. Package was fine. Thankfully.","07 Apr 2021","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Mary J","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"New Apple iPad","iPads are great and I’ve had one for several years, but bought a new one for better specifications and battery life.","11 Nov 2020","Size: 32GB Style: WiFi Color: Silver","","Yes","bassteezr","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Great Buy","First things first, this iPad is awesome. You can’t go wrong for the money. As for the negative reviews others have left.  One, nowhere (and I do mean nowhere) does it say this iPad comes with a keyboard. It says it supports a keyboard and really does. Two, nowhere does it say it has the capability facial recognition. Not a big deal IMO and honestly, use your iPhone if that’s so important to you. It is accurately described and does exactly as advertised.","05 Dec 2020","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Amazon Customer","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Satisfied","My daughter is absolutely thrilled with the Apple iPad. She got it for Christmas and also received the sPen to draw. The combo together is awesome and she really enjoys being able to play new games, draw, and color all with the perks of Apple products. I’m happy this Seller was available as Amazon was sold out and this was only available in time for Christmas from him. I paid alittle more, but was worth it. Thanks so much!","31 Dec 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","Jennifer","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Grandma is happy with her new I Pad","My old I Pad was short on memory and was making its use less than pleasant I love this new one and can get all me needs with no limit on memory problems.  I use my I Pad for photo management, social networking and texting family members.  I love it!  My son picketed it out for me and my Grandson helped me set it up as I am over 80 years old and not Tech. Savey I feel very comfortable using it and happy with the purchase. It’s Awesome!","15 Dec 2020","Size: 128GB Style: WiFi Color: Gold","","Yes","Grandpa Tex","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Nice","Nice screen. Nice battery. Highly recommend.","09 Oct 2020","Size: 32GB Style: WiFi + Cellular Color: Space Gray","","Yes","Dm","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Works as I would expect an iPad should.","I do love my iPad, but they are so darn expensive.  The setup was also much more painful than I had expected to be too. First, it wouldn’t sync to my iPhone automatically even though I have the latest iPhone with the latest system updates.  Then, it wouldn’t take my manual setup or sync to my iCloud even though the password was confirmed correct. Finally, after several attempts and completely starting over several times I decided to reload the latest iOS on my iPhone again.  That finally did the trick and the new iPad was able to auto sync with my iPhone and complete the setup to be used.","30 Dec 2020","Size: 128GB Style: WiFi Color: Silver","","Yes","Amazon Customer","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"How to fix the iPad so it will work better","This computer will not stay charged it’s been this way ever since got it thank you for addressing the problem This was returned the same day as the other two items the ups store in Hamlin Wv is the one sent it out all together I told her not to but she did it anyway now what do I need to do about this","26 Jan 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Carolyn Neese","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Great for watching movies on!","This is a great i-pad, but expensive. Its not to hard to figure out. I like it for watching movies now, better than the mini, i had before. Its a little big to hold unless you have a good cover for it, which i have now that helps with watching movies.","13 Dec 2020","Size: 128GB Style: WiFi Color: Silver","","Yes","Jenifer Sisseck","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Got this iPad for mama","Got this iPad for my mama.  Was hoping she would stop watching YouTube on the small screen on her iPhone.  Not happening, she still prefers her phone.  I have an older generation iPad and I use it all the time at home.  Got price on Amazon, slight discount.","10 Apr 2021","Size: 32GB Style: WiFi Color: Gold","","Yes","CW","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23"
"Mac Lover","I can’t believe how nice this iPad is! My old one was giving me so many headaches now this new iPad is my go to for everything! Was so happy to order from Amazon, everyone (including Mac stores) was out of stock for Christmas and I was able to order at last minute and receive before Christmas Day!","16 Jan 2021","Size: 128GB Style: WiFi Color: Gold","","Yes","LB","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"I’m Happy With My IPAD 8! Apple Did It This Time!","Buy Buy Buy! I Love It! It’s better than my 11 Pro Max! I Waited For Years To Buy The Right One For My Business. I’m So Happy. It’s Perfect For Muah! Happy Holidays","23 Nov 2020","Size: 32GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/813qO75YjgL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/817qoq851JL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81AbYiCgSXL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81ExciroAUL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81X4fjlVBAL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81ainK7nL2L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81lN8nmSeKL._SY88.jpg","Yes","Mohagony","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Great price, perfect and brand new product!","GREAT PURCHASE!! Brand new and came with box, charger and info booklet! This is a great purchase at a great price!","22 May 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Carlos","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Got here fast","Perfect update","30 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Customer","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Love it","I have fallen in love with this iPad.  It works well with my iPhone and allows me to FaceTime with my family.  It is seamless with adding apps. I now use it as my Kindle reader as well.  The screen is large and very high quality.  Can't beat it for the price.","22 Apr 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Garry M","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Didn’t think I needed it","I never thought I needed one I had a special project I needed to do which would’ve been easier with this iPad so I bought it and I am extremely happy that I did. It’s amazing what I use it for now that I never would’ve thought I would. Great purchase!","25 Apr 2021","Size: 128GB Style: WiFi Color: Silver","","Yes","Kathy W","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Great Value","Easy to set up I paired it with my iPhone 11. Can make call or receive calls on the iPad as long as your iPhone is turned on and WiFi available or hot spot. The mail set up was a little challenging for me. A very good value for the price. I would recommend it","31 Dec 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","Kathleen Dibley","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"So perfect!","I love this iPad! So glad I bought it. It said when I purchased that it would’ve be available until January 25th but it shipped two days after I ordered on the 6th!! I received it and the case I ordered for it the next day. It’s absolutely worth the price.","09 Jan 2021","Size: 32GB Style: WiFi Color: Gold","","Yes","Brandi Lee","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Like","My daughter loves the iPad.  The only flaw is not knowing the difference between the WIFI and the BLUETOOTH. I GOT THE BLUETOOTH NOW IN ORDER TO USE IT WE HAVE TO PAY FOR WIFI F separately.","01 Jun 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","YnobeGoddess","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Great for the price!","Great iPad for the price. I bought it for a music reader when I play gigs due to the nice screen size, but it’s awesome for watching steaming channels and taking notes with the 1st gen pen. I highly recommend if you want a nice tablet at a good price.","26 Feb 2021","Size: 128GB Style: WiFi Color: Space Gray","","Yes","S. Gunnels","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24"
"Like a computer in the palm of your hands","Crystal clear10.2 inch Retina display with amazing stereo speakers.  Fast WI-FI to browse the internet and download books and other uses.  Like a mini computer in the palm of your hands which includes a year of Apple TV+ original shows and movies.","08 Feb 2021","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Terry B.","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"Great tablet","iPads are the go-to tablets in my opinion. Great battery life, great display, easy to use and they don't look dopey. Everything always works just the way it should with these. Can't recommend them enough. They are well worth the money over the cheaper Android or Windows tablets.","09 Dec 2020","Size: 32GB Style: WiFi Color: Silver","","Yes","S. Kenyon","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"It's the latest gen iPad. What's not to like?","I bought this for the office as I can use it to control various machines remotely. I am using it for much more than that. Zoom, emails, training vids, etc. I can sit outside and work while enjoying the weather. Why didn't I buy one before?","08 Mar 2021","Size: 128GB Style: WiFi Color: Space Gray","","Yes","TDubs","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"Incredible savings","AMAZON: Bought this on sale for $30 off of Apple.com's price. Definitely worth waiting for a sale as the tax and shipping can add on another $40. I bought with a case and it arrived 2 days earlier than what Amazon first said. Very happy. IPAD: INCREDIBLE battery life! Will play games for 12 hours and only go down to ~30% battery. Will run almost anything you throw at it. Bought as an upgrade from a Fire HD 8 tablet, and boy was it worth saving. Only complaints is the price, which of course is lower on Amazon; and the lack of multi-user. Definitely recommend this to anyone who can afford it.","27 Jan 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Dominic Smith","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"Finally bought an iPad","I have resisted buying an iPad for years and “made do” with a series of Kindle Fires. The Fires are not bad but my new iPad is significantly better. Now that the price difference between a “high end” Fire and a “base” iPad has narrowed, I’m glad I bought the iPad (with the 128 GB capacity.)","24 Jan 2021","Size: 128GB Style: WiFi Color: Silver","","Yes","JCJ","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"My wife likes it a lot","Her older generation iPad Air 2 bit the dust, she didn't think the upcharge for the new Air was worth it so she went with this non-Air version and she's very happy with it.  She likes the screen quality and said battery life was great.","30 Apr 2021","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Jim C","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"Ipad problems  completing revew app store","Ok i love that is super fast, but is not easy to use fo the price. I tried to down load apps and doesn't let me, ask me to revew my account every time tells me that i didn't complete the form that something ia missing , inam so upset i try almost everything,  and an iPad without apps its nothing. If i don't find out how to solve this i have to return it...","01 Dec 2020","Size: 128GB Style: WiFi Color: Gold","","Yes","GT","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"Great Laptop Replacement","I purchased this for my grandfather to replace his laptop and bought a third party keyboard case to make the transition easier for him. The bonus is that he loves facetiming the rest of our family that is scattered all over the globe.","09 Nov 2020","Size: 128GB Style: WiFi Color: Silver","","Yes","Just my opinion","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"Good and affordable new apple ipad","The battery life is good. I was a little worried about the storage space but the OS doesn't take up too much room so my son has room for a handful of games. Just don't put too many and you'll have room for updates which you MUST do if you don't want a broken tablet.","13 May 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Birb","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
"So Very Pleased","This is my first iPad and I am so pleased. I rarely if ever use my desktop anymore. I can do everything with my iPad, from working on my photos, social media, and following my investments. Just sorry I didn’t buy one a long time ago.","05 Mar 2021","Size: 32GB Style: WiFi Color: Gold","","Yes","Phillip Pessar","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25"
